key,year,half_year,lor,total_population,-6,6-15,15-18,18-27,27-45,45-55,55-65,65+
05020628-2021-1,2021,1,05020628,2022,103,120,49,151,347,233,288,731
05020629-2021-1,2021,1,05020629,4456,152,242,80,259,597,650,689,1787
05030730-2021-1,2021,1,05030730,4004,316,509,154,422,1069,657,404,473
05030731-2021-1,2021,1,05030731,11709,712,848,268,1138,2787,1611,1638,2707
05030832-2021-1,2021,1,05030832,11976,780,1010,319,1352,3168,1719,1445,2183
05030833-2021-1,2021,1,05030833,500,27,24,6,63,133,77,58,112
05040934-2021-1,2021,1,05040934,3613,170,357,124,348,516,498,592,1008
05040935-2021-1,2021,1,05040935,443,12,37,12,33,80,78,69,122
05040936-2021-1,2021,1,05040936,9978,654,1149,366,723,1834,1718,1341,2193
05040937-2021-1,2021,1,05040937,2194,81,182,58,129,276,315,382,771
05040938-2021-1,2021,1,05040938,3669,163,316,116,271,497,524,570,1212
06010101-2021-1,2021,1,06010101,6933,312,488,203,652,1276,1033,938,2031
06010102-2021-1,2021,1,06010102,8836,530,544,198,939,2473,1269,1246,1637
06010103-2021-1,2021,1,06010103,6402,401,435,134,600,1860,998,792,1182
06010204-2021-1,2021,1,06010204,6922,349,482,179,672,1675,1040,938,1587
06010205-2021-1,2021,1,06010205,9785,537,671,187,1019,2623,1448,1328,1972
06010206-2021-1,2021,1,06010206,7754,425,529,139,653,1950,1113,982,1963
06010207-2021-1,2021,1,06010207,7829,395,512,155,780,2100,1130,1045,1712
06010208-2021-1,2021,1,06010208,6720,368,422,121,664,1791,969,948,1437
06010209-2021-1,2021,1,06010209,9176,521,524,158,888,2618,1315,1255,1897
06010210-2021-1,2021,1,06010210,4921,291,305,90,460,1353,717,660,1045
06020301-2021-1,2021,1,06020301,5024,249,330,133,392,1007,753,658,1502
06020302-2021-1,2021,1,06020302,5595,276,376,121,380,1075,794,745,1828
06020303-2021-1,2021,1,06020303,7393,413,460,140,699,2001,1069,997,1614
06020304-2021-1,2021,1,06020304,6999,382,435,134,666,1754,1070,949,1609
06020305-2021-1,2021,1,06020305,11444,607,889,246,1231,2570,1560,1400,2941
06020306-2021-1,2021,1,06020306,6422,312,456,178,514,1105,1063,955,1839
06020407-2021-1,2021,1,06020407,4654,275,393,108,488,1071,562,496,1261
06020408-2021-1,2021,1,06020408,6888,352,513,166,667,1362,1001,915,1912
06020409-2021-1,2021,1,06020409,8310,430,599,210,636,1611,1224,1079,2521
06020410-2021-1,2021,1,06020410,7135,329,562,222,645,1319,1098,1004,1956
06020411-2021-1,2021,1,06020411,8548,418,740,259,639,1475,1257,1263,2497
06030501-2021-1,2021,1,06030501,5775,242,501,184,584,904,882,718,1760
06030502-2021-1,2021,1,06030502,5613,285,376,136,472,1233,894,808,1409
06030503-2021-1,2021,1,06030503,11850,603,870,304,1082,2538,1838,1669,2946
06030504-2021-1,2021,1,06030504,11083,517,952,312,855,1673,1595,1483,3696
06030605-2021-1,2021,1,06030605,7022,307,483,177,693,1617,1093,925,1727
06030606-2021-1,2021,1,06030606,5300,293,377,140,599,1252,807,684,1148
06030607-2021-1,2021,1,06030607,3002,143,222,67,481,643,421,370,655
06030608-2021-1,2021,1,06030608,13649,803,1429,481,1187,2702,2308,1732,3007
06030609-2021-1,2021,1,06030609,12113,635,1022,311,1093,2532,1886,1718,2916
06030610-2021-1,2021,1,06030610,8444,412,823,275,670,1508,1365,1165,2226
06040701-2021-1,2021,1,06040701,10192,536,958,274,670,1593,1692,1408,3061
06040702-2021-1,2021,1,06040702,5478,297,548,210,424,951,827,809,1412
06040703-2021-1,2021,1,06040703,11124,480,954,300,1487,1910,1561,1365,3067
06040804-2021-1,2021,1,06040804,7567,333,654,240,577,1003,1239,1062,2459
06040805-2021-1,2021,1,06040805,5361,232,459,170,415,828,871,745,1641
06040806-2021-1,2021,1,06040806,7299,316,637,255,631,1057,1241,1020,2142
06040807-2021-1,2021,1,06040807,5868,240,501,145,493,962,809,713,2005
06040808-2021-1,2021,1,06040808,4645,347,607,189,394,972,910,513,713
06040809-2021-1,2021,1,06040809,4983,205,506,187,462,755,870,698,1300
06040810-2021-1,2021,1,06040810,7030,343,631,250,636,1169,1084,892,2025
07010101-2021-1,2021,1,07010101,9860,396,522,161,819,2575,1594,1506,2287
07010102-2021-1,2021,1,07010102,16503,851,1217,398,1945,4684,2609,2170,2629
07010103-2021-1,2021,1,07010103,10545,554,695,231,1074,3043,1698,1523,1727
07010104-2021-1,2021,1,07010104,13648,778,1042,292,1569,4238,2221,1792,1716
07020201-2021-1,2021,1,07020201,10723,474,689,211,1063,2759,1717,1503,2307
07020202-2021-1,2021,1,07020202,10248,595,618,197,1088,3480,1402,1249,1619
07020203-2021-1,2021,1,07020203,17952,1037,1173,413,1946,5722,2802,2407,2452
07020204-2021-1,2021,1,07020204,12067,791,757,216,1270,4358,1931,1530,1214
07030301-2021-1,2021,1,07030301,24680,1312,1938,616,2303,5968,4009,3583,4951
07030302-2021-1,2021,1,07030302,9446,502,660,261,1018,2343,1435,1419,1808
07030303-2021-1,2021,1,07030303,12387,773,958,317,1423,3597,1881,1572,1866
07040401-2021-1,2021,1,07040401,18681,1149,1619,468,1985,4799,2816,2337,3508
07040402-2021-1,2021,1,07040402,2362,123,153,46,152,472,354,350,712
07040403-2021-1,2021,1,07040403,24131,1479,1573,486,2569,7263,3379,3023,4359
07040404-2021-1,2021,1,07040404,5127,235,319,97,486,1087,750,688,1465
07040405-2021-1,2021,1,07040405,10985,669,764,240,1284,3245,1444,1309,2030
07040406-2021-1,2021,1,07040406,4083,322,294,46,551,1496,534,417,423
07050501-2021-1,2021,1,07050501,16435,1015,1054,347,1689,4424,2220,2111,3575
07050502-2021-1,2021,1,07050502,8064,374,476,191,767,1943,1065,1034,2214
07050503-2021-1,2021,1,07050503,9208,470,519,165,771,2285,1254,1297,2447
07050504-2021-1,2021,1,07050504,5630,312,409,127,566,1203,863,795,1355
07050505-2021-1,2021,1,07050505,10633,510,753,251,961,1975,1495,1397,3291
07050506-2021-1,2021,1,07050506,2284,88,184,58,201,418,360,321,654
07060601-2021-1,2021,1,07060601,10215,656,965,313,1067,2211,1381,1229,2393
07060602-2021-1,2021,1,07060602,4714,213,419,125,388,896,786,676,1211
07060603-2021-1,2021,1,07060603,2856,167,264,56,243,511,339,383,893
07060604-2021-1,2021,1,07060604,14518,851,1148,375,1299,3168,1748,1819,4110
07070701-2021-1,2021,1,07070701,10519,513,817,280,840,1997,1597,1488,2987
07070702-2021-1,2021,1,07070702,10870,610,874,289,832,2127,1765,1538,2835
07070703-2021-1,2021,1,07070703,7383,354,495,199,620,1305,1086,989,2335
07070704-2021-1,2021,1,07070704,8578,565,962,323,830,1728,1105,1048,2017
07070705-2021-1,2021,1,07070705,7000,343,542,223,636,1208,1245,1038,1765
07070706-2021-1,2021,1,07070706,3948,237,344,95,353,715,557,538,1109
07070707-2021-1,2021,1,07070707,2982,195,221,87,207,487,446,464,875
08010115-2021-1,2021,1,08010115,856,61,64,18,61,272,131,138,111
08010116-2021-1,2021,1,08010116,3585,201,192,81,390,1457,527,391,346
08010117-2021-1,2021,1,08010117,16100,968,963,250,1618,7514,1931,1481,1375
08010118-2021-1,2021,1,08010118,11888,774,1026,307,1481,4691,1374,987,1248
08010211-2021-1,2021,1,08010211,9998,556,659,198,1230,4380,1188,909,878
08010212-2021-1,2021,1,08010212,7518,467,834,287,815,2384,932,764,1035
08010213-2021-1,2021,1,08010213,12547,807,825,280,1503,5369,1559,1024,1180
08010214-2021-1,2021,1,08010214,8075,404,622,208,1115,2948,1042,819,917
08010301-2021-1,2021,1,08010301,27755,1797,1684,432,2584,12557,3758,2552,2391
08010302-2021-1,2021,1,08010302,3671,184,235,83,316,1163,574,482,634
08010303-2021-1,2021,1,08010303,8500,512,639,161,1002,3842,974,692,678
08010404-2021-1,2021,1,08010404,23726,1578,1616,466,2769,10389,2672,2163,2073
08010405-2021-1,2021,1,08010405,9004,519,576,162,970,3885,1056,811,1025
08010406-2021-1,2021,1,08010406,7134,616,650,163,827,2606,818,655,799
08010407-2021-1,2021,1,08010407,810,37,22,6,116,406,99,62,62
08010508-2021-1,2021,1,08010508,5660,597,645,177,776,1427,726,574,738
08010509-2021-1,2021,1,08010509,9412,820,1251,371,1168,2359,1231,911,1301
08010510-2021-1,2021,1,08010510,475,18,29,15,99,149,81,48,36
08020619-2021-1,2021,1,08020619,11552,914,1118,323,1439,3295,1526,1221,1716
08020620-2021-1,2021,1,08020620,9328,543,633,228,1026,2523,1276,1168,1931
08020621-2021-1,2021,1,08020621,2322,114,199,63,194,378,396,452,526
08020622-2021-1,2021,1,08020622,14157,841,921,311,1274,3265,2114,2092,3339
08020623-2021-1,2021,1,08020623,1287,61,80,40,95,215,215,196,385
08020624-2021-1,2021,1,08020624,1394,97,142,31,146,352,224,170,232
08020625-2021-1,2021,1,08020625,3336,116,238,88,387,613,509,478,907
08020726-2021-1,2021,1,08020726,8413,406,574,205,764,1724,1307,1230,2203
08020727-2021-1,2021,1,08020727,11992,597,958,328,1247,2248,1688,1568,3358
08020728-2021-1,2021,1,08020728,8669,576,764,262,974,1868,1167,1073,1985
08030829-2021-1,2021,1,08030829,12510,775,1068,341,1209,2609,1555,1502,3451
08030830-2021-1,2021,1,08030830,7398,383,453,139,546,1419,898,940,2620
08030831-2021-1,2021,1,08030831,17462,1157,1467,492,1820,3932,2172,2134,4288
08040932-2021-1,2021,1,08040932,2859,166,266,64,220,539,314,359,931
08040933-2021-1,2021,1,08040933,4194,192,210,88,395,817,645,556,1291
08040934-2021-1,2021,1,08040934,2688,149,207,77,262,565,381,429,618
08041035-2021-1,2021,1,08041035,8182,439,626,272,749,1411,1334,1185,2166
08041036-2021-1,2021,1,08041036,6886,330,495,184,619,1176,1111,1077,1894
08041037-2021-1,2021,1,08041037,9670,488,638,234,911,1765,1415,1533,2686
08041038-2021-1,2021,1,08041038,6980,380,538,204,584,1228,1091,992,1963
08041039-2021-1,2021,1,08041039,3853,271,344,115,396,954,610,475,688
08041040-2021-1,2021,1,08041040,7921,492,662,249,773,1502,1207,1139,1897
09010101-2021-1,2021,1,09010101,12359,913,1015,240,906,4999,1858,1101,1327
09010102-2021-1,2021,1,09010102,67,3,3,3,9,19,15,9,6
09010201-2021-1,2021,1,09010201,4350,351,371,71,262,1434,694,414,753
09010202-2021-1,2021,1,09010202,6876,336,250,81,606,2013,898,844,1848
09010301-2021-1,2021,1,09010301,15613,851,795,211,1289,5107,1902,1538,3920
09010302-2021-1,2021,1,09010302,2895,148,217,91,251,497,544,507,640
09010401-2021-1,2021,1,09010401,8490,428,452,132,571,1900,1130,1020,2857
09010402-2021-1,2021,1,09010402,11547,741,975,310,1030,3241,1856,1460,1934
09020501-2021-1,2021,1,09020501,7184,525,533,147,1035,2795,810,616,723
09020502-2021-1,2021,1,09020502,15520,1165,1058,323,1928,5435,1916,1521,2174
09020601-2021-1,2021,1,09020601,8669,630,617,151,1186,3122,979,726,1258
09020602-2021-1,2021,1,09020602,3534,160,256,61,208,704,498,547,1100
09020701-2021-1,2021,1,09020701,2652,220,93,27,667,1091,182,167,205
09020702-2021-1,2021,1,09020702,16617,1025,1127,309,1601,4981,2279,1972,3323
09020801-2021-1,2021,1,09020801,2939,205,191,30,212,897,419,422,563
09020802-2021-1,2021,1,09020802,7895,630,739,210,705,2434,982,879,1316
09030901-2021-1,2021,1,09030901,13093,809,1148,349,892,2940,2342,2036,2577
09030902-2021-1,2021,1,09030902,5725,383,557,191,522,1369,905,859,939
09030903-2021-1,2021,1,09030903,8064,603,913,241,721,2084,1379,1017,1106
09031001-2021-1,2021,1,09031001,12946,717,1048,318,926,2726,2215,2075,2921
09031101-2021-1,2021,1,09031101,6441,370,394,110,417,1591,1020,854,1685
09031201-2021-1,2021,1,09031201,1819,76,153,48,71,330,304,306,531
09031202-2021-1,2021,1,09031202,2551,165,171,69,166,494,442,408,636
09041301-2021-1,2021,1,09041301,14568,598,879,256,819,2754,1995,2356,4911
09041302-2021-1,2021,1,09041302,1874,110,156,43,78,359,311,307,510
09041401-2021-1,2021,1,09041401,4831,213,239,97,243,870,499,531,2139
09041402-2021-1,2021,1,09041402,1520,103,122,33,101,344,211,239,367
09041501-2021-1,2021,1,09041501,7675,549,726,212,632,2437,987,959,1173
09041601-2021-1,2021,1,09041601,6699,311,519,165,331,1233,1235,1193,1712
09051701-2021-1,2021,1,09051701,3952,234,240,60,281,927,521,476,1213
09051702-2021-1,2021,1,09051702,14841,824,1129,360,684,3131,2379,1881,4453
09051801-2021-1,2021,1,09051801,9477,482,768,222,493,1680,1639,1599,2594
09051901-2021-1,2021,1,09051901,11063,714,637,195,871,3503,1426,1359,2358
09052001-2021-1,2021,1,09052001,12821,609,786,269,855,2699,1821,1809,3973
10010101-2021-1,2021,1,10010101,5721,441,543,144,460,1683,757,985,708
10010102-2021-1,2021,1,10010102,18437,1354,1940,530,1722,4968,2192,3206,2525
10010203-2021-1,2021,1,10010203,1395,119,125,39,312,507,156,108,29
10010204-2021-1,2021,1,10010204,10713,818,1018,321,819,2937,999,1788,2013
10010205-2021-1,2021,1,10010205,8156,525,732,191,679,2384,941,1412,1292
10010206-2021-1,2021,1,10010206,17566,1029,1361,347,1557,4484,1728,2836,4224
10010207-2021-1,2021,1,10010207,10766,616,907,281,830,2549,1075,1707,2801
10010308-2021-1,2021,1,10010308,2257,161,162,59,176,620,299,324,456
10010309-2021-1,2021,1,10010309,14361,668,958,308,1026,3508,1456,2129,4308
10010310-2021-1,2021,1,10010310,18267,1048,1365,400,1372,4233,1933,2880,5036
10010311-2021-1,2021,1,10010311,3576,262,266,78,183,986,425,474,902
10020412-2021-1,2021,1,10020412,6829,702,921,238,674,1976,841,855,622
10020413-2021-1,2021,1,10020413,15877,1246,1302,349,1471,4719,2028,2568,2194
10020414-2021-1,2021,1,10020414,1683,97,164,57,191,524,209,207,234
10020415-2021-1,2021,1,10020415,5708,545,598,177,592,1674,739,790,593
10020416-2021-1,2021,1,10020416,5592,492,600,126,666,1831,733,694,450
10020517-2021-1,2021,1,10020517,9256,568,688,132,718,2393,1479,1735,1543
10020518-2021-1,2021,1,10020518,5295,457,599,174,458,1551,805,730,521
10020519-2021-1,2021,1,10020519,6090,604,794,185,614,1928,674,729,562
10020620-2021-1,2021,1,10020620,3397,214,206,37,302,1082,452,630,474
10020621-2021-1,2021,1,10020621,6255,614,612,153,665,1977,794,839,601
10020622-2021-1,2021,1,10020622,8659,460,580,166,507,2267,917,1510,2252
10020623-2021-1,2021,1,10020623,6536,329,437,109,339,1412,904,1425,1581
10030724-2021-1,2021,1,10030724,7840,306,479,126,767,1527,1141,1398,2096
10030725-2021-1,2021,1,10030725,6175,304,453,144,479,1534,783,1102,1376
10030726-2021-1,2021,1,10030726,3390,244,284,75,217,765,511,508,786
10030727-2021-1,2021,1,10030727,9552,472,837,215,516,1806,1736,1801,2169
10040828-2021-1,2021,1,10040828,7767,420,632,194,462,1627,1363,1592,1477
10040829-2021-1,2021,1,10040829,3889,236,269,91,304,826,677,627,859
10040830-2021-1,2021,1,10040830,7600,368,648,187,371,1415,1327,1497,1787
10040931-2021-1,2021,1,10040931,9675,541,755,206,500,2021,1714,1939,1999
10040932-2021-1,2021,1,10040932,4202,227,288,113,261,942,677,793,901
10040933-2021-1,2021,1,10040933,14970,760,1216,383,797,2807,2808,2882,3317
11010101-2021-1,2021,1,11010101,618,37,42,12,44,164,114,115,90
11010102-2021-1,2021,1,11010102,2560,97,238,63,103,498,484,620,457
11010103-2021-1,2021,1,11010103,1529,95,143,42,128,367,283,307,164
11010204-2021-1,2021,1,11010204,8919,695,911,256,748,2452,1196,1457,1204
11010205-2021-1,2021,1,11010205,6672,427,608,179,503,1862,905,1249,939
11010206-2021-1,2021,1,11010206,6045,353,519,153,460,1464,770,1213,1113
11010207-2021-1,2021,1,11010207,7429,612,648,173,688,2122,872,1160,1154
11010308-2021-1,2021,1,11010308,11840,784,1025,273,850,2834,1329,2417,2328
11010309-2021-1,2021,1,11010309,9707,692,939,266,831,2466,1278,1679,1556
11010310-2021-1,2021,1,11010310,5780,329,427,101,456,1445,543,1212,1267
11020411-2021-1,2021,1,11020411,9407,811,851,199,867,2317,1226,1384,1752
11020412-2021-1,2021,1,11020412,6805,379,542,140,570,1787,783,963,1641
11020513-2021-1,2021,1,11020513,3968,301,464,118,249,922,563,515,836
11020514-2021-1,2021,1,11020514,9533,711,704,182,860,3297,1318,1033,1428
11020515-2021-1,2021,1,11020515,14770,938,1128,371,1267,3811,1784,1771,3700
11020516-2021-1,2021,1,11020516,3975,256,245,95,237,1131,568,668,775
11030617-2021-1,2021,1,11030617,6296,362,413,96,655,1714,646,588,1822
11030618-2021-1,2021,1,11030618,16302,788,928,291,1713,4392,1769,1771,4650
11030619-2021-1,2021,1,11030619,10902,669,747,204,1076,3078,1239,1140,2749
11030720-2021-1,2021,1,11030720,5818,284,276,62,1347,2125,674,499,551
11030721-2021-1,2021,1,11030721,24913,1755,1610,428,2460,9725,2934,2454,3547
11030824-2021-1,2021,1,11030824,10028,534,688,202,1287,2771,1198,1098,2250
11040925-2021-1,2021,1,11040925,4152,399,391,97,383,1950,575,239,118
11040926-2021-1,2021,1,11040926,28752,1968,1732,411,2824,11750,3247,2815,4005
11041022-2021-1,2021,1,11041022,5530,232,269,71,770,1701,555,555,1377
11041023-2021-1,2021,1,11041023,6636,508,553,127,720,2070,658,717,1283
11041027-2021-1,2021,1,11041027,2996,184,204,81,308,836,298,398,687
11041128-2021-1,2021,1,11041128,25187,1271,1418,413,2265,6085,2675,2853,8207
11051229-2021-1,2021,1,11051229,4144,443,463,90,279,1498,574,373,424
11051330-2021-1,2021,1,11051330,9723,783,689,168,1166,3372,1258,1019,1268
11051331-2021-1,2021,1,11051331,10482,769,933,240,596,2758,1625,1400,2161
11051332-2021-1,2021,1,11051332,6902,582,921,200,412,1919,1187,761,920
12103115-2021-1,2021,1,12103115,7674,444,502,164,925,2133,1065,1004,1437
12103116-2021-1,2021,1,12103116,9755,688,836,268,1194,2819,1420,1122,1408
12103117-2021-1,2021,1,12103117,10852,731,863,251,1390,3285,1470,1267,1595
12103218-2021-1,2021,1,12103218,13729,849,998,307,1691,3561,1927,1686,2710
12103219-2021-1,2021,1,12103219,8729,480,599,175,1025,2286,1088,1106,1970
12103220-2021-1,2021,1,12103220,4631,238,247,70,465,1143,723,682,1063
12214125-2021-1,2021,1,12214125,7524,384,530,164,742,1811,1194,1052,1647
12214126-2021-1,2021,1,12214126,8067,476,607,213,805,1962,1150,1060,1794
12214421-2021-1,2021,1,12214421,2738,160,201,38,259,791,438,330,521
12214422-2021-1,2021,1,12214422,8237,631,855,272,1029,2119,1096,916,1319
12214423-2021-1,2021,1,12214423,5712,297,361,120,575,1318,749,764,1528
12214424-2021-1,2021,1,12214424,10888,715,918,245,1279,3066,1526,1369,1770
12214527-2021-1,2021,1,12214527,10888,501,535,193,898,2433,1541,1400,3387
12214528-2021-1,2021,1,12214528,250,9,7,18,79,71,21,21,24
12224229-2021-1,2021,1,12224229,6038,285,449,204,411,892,978,960,1859
12224230-2021-1,2021,1,12224230,17931,912,1441,519,1185,2857,2943,2997,5077
12231101-2021-1,2021,1,12231101,16580,792,1338,474,1203,2575,2590,2554,5054
12231102-2021-1,2021,1,12231102,16818,820,1562,554,1164,2351,2729,2436,5202
12301203-2021-1,2021,1,12301203,15092,820,1007,337,1499,3278,2149,2004,3998
12301204-2021-1,2021,1,12301204,6207,294,439,180,594,1003,1005,963,1729
12301205-2021-1,2021,1,12301205,4960,247,362,167,428,927,823,701,1305
12301206-2021-1,2021,1,12301206,5165,248,482,163,381,881,858,833,1319
12302107-2021-1,2021,1,12302107,3076,149,220,86,345,530,453,451,842
12302108-2021-1,2021,1,12302108,14457,1057,1582,526,1476,2959,1743,1573,3541
12302109-2021-1,2021,1,12302109,11667,999,1443,446,1217,2724,1374,1208,2256
12302110-2021-1,2021,1,12302110,10556,856,1437,445,1192,2483,1286,1088,1769
12302211-2021-1,2021,1,12302211,3309,123,172,71,290,579,528,508,1038
12302212-2021-1,2021,1,12302212,5972,538,767,239,663,1325,764,607,1069
12304313-2021-1,2021,1,12304313,6704,328,439,128,671,1676,1051,987,1424
12304314-2021-1,2021,1,12304314,9714,423,557,205,830,1972,1509,1402,2816
01011101-2021-2,2021,2,01011101,3269,153,127,32,502,999,348,389,719
01011102-2021-2,2021,2,01011102,185,4,9,3,15,51,36,40,27
01011103-2021-2,2021,2,01011103,5073,254,329,122,578,1430,682,770,908
01011104-2021-2,2021,2,01011104,4781,277,396,135,912,1661,629,426,345
01011105-2021-2,2021,2,01011105,1322,83,64,13,103,455,199,185,220
01011201-2021-2,2021,2,01011201,2387,106,149,61,279,708,326,354,404
01011202-2021-2,2021,2,01011202,635,30,39,9,43,240,89,93,92
01011203-2021-2,2021,2,01011203,1086,57,51,24,101,343,200,131,179
01011204-2021-2,2021,2,01011204,8117,432,401,104,769,2771,1057,973,1610
01011301-2021-2,2021,2,01011301,6841,453,390,84,639,2991,1043,605,636
01011302-2021-2,2021,2,01011302,12640,699,1016,291,1060,4985,2376,1238,975
01011303-2021-2,2021,2,01011303,9923,445,482,91,1251,3899,1272,940,1543
01011304-2021-2,2021,2,01011304,8765,469,530,173,829,2260,902,980,2622
01011305-2021-2,2021,2,01011305,8007,389,376,110,688,2611,1032,866,1935
01011306-2021-2,2021,2,01011306,10416,614,498,115,1416,3712,1382,1145,1534
01011401-2021-2,2021,2,01011401,17588,1244,1343,280,1720,7855,2788,1346,1012
01011402-2021-2,2021,2,01011402,13593,1040,1084,196,1001,6330,2315,831,796
01022101-2021-2,2021,2,01022101,3566,182,214,64,646,1333,465,377,285
01022102-2021-2,2021,2,01022102,6658,360,411,140,1237,2445,819,651,595
01022103-2021-2,2021,2,01022103,266,23,39,12,27,78,38,27,22
01022104-2021-2,2021,2,01022104,18736,989,1120,343,2798,6840,2392,2094,2160
01022105-2021-2,2021,2,01022105,5318,304,393,111,836,1934,632,569,539
01022106-2021-2,2021,2,01022106,11512,580,713,212,1298,3461,1664,1650,1934
01022201-2021-2,2021,2,01022201,10990,660,681,197,1763,4335,1388,991,975
01022202-2021-2,2021,2,01022202,2058,145,190,59,317,706,273,181,187
